id,sentence1,sentence2,label
38150,"Frugalware has a codice _ 2 and a codice _ 3 branch . The codice _ 2 branch is updated daily , and the codice _ 3 branch gets updated every 6 months .","Frugalware has a branch codice 2 and a twig codice 3 . The branch codice 2 is updated daily , and the branch codice 3 is updated every six months .",1
544,The Moai statues of Chile ( Easter Island ) appear in several `` gradius '' plays as enemies .,The moai statues of Chile ( Easter Island ) appear as enemies in several `` Gradius '' games .,1
17303,Musikresonanzis often strives to unite music and other art forms -- the ensemble also cooperates with visual artists and theatre professionals .,Resonabilis often strives to unite music and other forms of art -- the ensemble also cooperates with visual artists and theatre professionals .,1
32225,"Crocker moved from Natchez , Mississippi to Vidalia , the seat of Concordia Parish , and crossed toward the lower Ouachita in the section called the Black River .","Crocker crossed from Natchez , Mississippi , to Vidalia , the seat of the Concordia Parish , and moved towards the lower Ouachita in the Black River section .",1
18398,"In 2015 , Stephen Hawking offered Richard Branson a seat on the Virgin Galactic spaceship for free .","In 2015 , Stephen Hawking offered Richard Branson a seat free of charge on the Virgin Galactic spaceship .",1
23842,"All 14 films were received in North America by Funimation , and all have licensed in-house dubs by the company .",All 14 films were received from funimation in North America and all have in-house dubs licensed by the company .,1
447,"He also appeared in music films and later in life , in comedic roles .","He also appeared in musical films and later in life , in comedic roles .",1
47953,"A meeting between the leaders of the two rival governments of Malta was held at Auberge de Castille in Valletta , Libya on 16 December 2015 .","On 16 December 2015 , a meeting between the leaders of the two rival governments of Malta took place at the Auberge de Castille in Valletta , Libya .",1
7855,"In addition to Indian curry , this dish has become one of the most symbolic dishes of Indian cuisine .","This dish has become one of the most symbolic dishes of Indian cuisine , next to indian curry .",1
13891,"He was elected to the Lok Sabha , the lower house of Indian Parliament from Odisha in Bhubaneswar .","He was elected by Odisha in Bhubaneswar to the Lok Sabha , the lower house of the Indian Parliament .",1
15805,"Jana Novotná and Jim Pugh won in the final 7 -- 5 , 6 -- 3 against Elizabeth Smylie and Patrick McEnroe .","Jana Novotná and Jim Pugh won 7 - 5 , 6 - 3 against Elizabeth Smylie and Patrick McEnroe in the final .",1
32950,"However , most white horses have pink skin and some have blue eyes .","Most white horses , however , have pink skin and some have blue eyes .",1
11102,"In 1855 , the Whig Party and the Anti-Nebraska Party merged into the Republican Party in New York .","In 1855 , the Whig Party and the Anti-Nebraska Party merged in New York to form the Republican Party .",1
17914,"Colus aurariae is a species of sea snail , a true gastropod mollusk in the Buccinidae family , the whelks navy .","Colus aurariae is a species of sea snail , a true gastropod mollusk in the family Buccinidae , the marine whelks .",1
4737,"The sonata was premiered in 1919 at the Aeolian Hall , London , by Landon Ronald , with Billy Reed at the piano .",The Sonata was performed at the Aeolian Hall in London in 1919 by Landon Ronald with Billy Reed at the piano .,1
49180,Thruston was the father of U.S . Senator Charles Mynn Thruston and the grandfather of U.S. Brigadier General Buckner Thruston .,Thruston was the father of U.S . Senator Charles Mynn Thruston and the grandfather of the US - Brigadier General Buckner Thruston .,1
42350,The Dâmboviţa River is a tributary of the river Sântinica in Romania .,The Dâmboviţa River is a tributary of the Sântinica River in Romania .,1
24279,"Carolyne McCoy first married Darrell Fetty , who is a descendant of the famous feuding families ( her mother was a Hatfield , her father a McCoy ) .","Carolyne McCoy first married Darrell Fetty , who is a descendant of the famous feud families ( her mother was a Hatfield , her dad a McCoy ) .",1
15617,"His son , Herbie Matthews , later won a Brownlow Medal and his grandson of the same name also played with South Melbourne .","His son , Herbie Matthews , later won a Brownlow medal and his grandson of the same name was also playing with South Melbourne .",1
21293,"Bingaman was born in McKenzie , Indiana in 1926 , moved to Tennessee and attended Lew Wallace Highschool in Gary , Indiana .","Bingaman was born in 1926 , in McKenzie , Indiana , moved to Tennessee , and attended Lew Wallace High School in Gary , Indiana .",1
6401,The Meyer Meyer law is often used to relate hardness values based on the fact that if the weight is quartered and the diameter of the indentor is halved .,Meyer 's law is often used to relate hardness values based on the fact that if the weight is quartered and the diameter of the indenter is halved .,1
27924,"In 1016 , the Serbian prince Ivan Vladislav was murdered in Prespa , ordered by Jovan Vladimir .",In 1016 the Serbian prince Ivan Vladislav was murdered in Prespa by order of Jovan Vladimir .,1
38903,2 . Andrea and Carter become immediately declared elected . Carter 's surplus is transferred so that the tallies are :,"2 . Andrea and Carter are immediately declared elected , Carter 's surplus is transferred so that the accounts :",1
72,"As a songwriter , Lars Ankerstjerne has written songs for Nik & Jay , Burhan G and Rasmus Seebach .","Lars Ankerstjerne has written as songwriter for Nik 'Jay , Burhan G and Rasmus Seebach songs .",1
38913,"On August 20 , 2012 , the video hosting service was ultimately shut down and the remaining Google Video content was automatically moved to YouTube .","On August 20 , 2012 , the video hosting service was finished and the remaining Google Video content was automatically moved to YouTube .",1
5661,Wilhelmina is shocked and does not believe Christina .,Wilhelmina is shocked and Christina does not believe .,1
13449,Downstream - Limitations have a greater regulatory effect than restrictions on the immediate transaction .,`` Downstream restrictions have a greater regulatory effect than do limitations on the immediate transaction .,1
411,"McSweeney was born in Northern Ireland , moved to London .",McSweeney was born in Northern Ireland but moved to London .,1
11098,"Pete knows Brewster , who was a friend of Peter 's father .","Pete knew Brewster , who was a friend of Peter 's father .",1
40704,"In the church there are the graves of Thomas Payne , the radical and bookseller , and Major John Cartwright , the political reformer .","In the churchyard are the graves of Thomas Payne , the radical and bookseller , and Major John Cartwright , the political reformer .",1
962,"The team has played teams in recent years such as Iowa , Rutgers , Hawaii , State of Mississippi , Nebraska , Connecticut , Syracuse and Pittsburgh in 2011 .","The team has played teams like Hawaii , Rutgers , Iowa , Mississippi State , Nebraska , Connecticut , Syracuse and Pittsburgh in recent years in 2011 .",1
27123,Eupithecia yunnani is a moth in the Geometridae family It is found in Yunnan ( China ) .,Eupithecia yunnani is a moth in the Geometridae family it is found in China ( Yunnan ) .,1
30163,`` Top Dog '' and `` Wally the Wizard '' were also original comic Star early titles .,`` Top Dog '' and `` Wally the Wizard '' were also original comics - Star - Early titles .,1
32683,"The Malayan field rat is known from Borneo , Sumatra , Malaysia , Thailand , the Philippines and many smaller islands .","The Malaysian field rat is known from Malaysia , Thailand , Sumatra , Borneo , the Philippines and many smaller islands .",1
39136,Drietoma is a village and municipality in the district Trenčín in the region of Trenčín in north-western Slovakia .,Drietoma is a village and municipality in the Trenčín District in the Trenčín Region of northwestern Slovakia .,1
7106,"In November , the Royals acquired CF Coco Crisp from the Boston Red Sox in exchange for RP Ramón Ramírez .","In November , the Royals CF Coco Crisp acquired the Boston Red Sox in return for RP Ramón Ramírez .",1
44235,The park is situated about an hour and a half south of San Francisco or five hours north of Los Angeles .,"The park is about an hour and a half south of San Francisco , or five hours north of Los Angeles .",1
14823,"Bremerton Marina is a public marina located in downtown Kitsap County on Puget Sound , in Bremerton , Washington . The facility of the marina is within Sinclair Inlet .","Bremerton Marina is a public marina in the downtown of Kitsap County at Puget Sound , Bremerton , Washington . The marina is located in Sinclair Inlet .",1
23448,Google allows business owners to review their own business data and has also recruited volunteers to verify and correct ground truth data .,"Google allows business owners to verify their own business data , and has also recruited volunteers to check and correct ground truth data .",1
27207,"However , a pair of Lola T616s run by B.F. Goodrich Company used the same Mazda engine and were successful in beating both 727Cs , claiming 1st and 3rd .","A pair of Lola T616s running by B. F. Goodrich Company , however , used the same Mazda engine and were successful in beating both 727Cs , claiming 1st and 3rd .",1
38,Quintus Caecilius Metellus Macedonicus was the second son of Roman politician and general Lucius Caecilius Metellus Diadematus .,"Quintus Caecilius Metellus Macedonicus was the second son of the Roman politician , General Lucius Caecilius Metellus Diadematus .",1
47529,"On the same day , the Logistec Corporation announced that it was buying the Sydney Coal Railway ( SCR ) from Quebec Railway Corporation .","On the same date , Logistec Corporation announced that it was purchasing the Sydney Coal Railway ( SCR ) from the Quebec Railway Corporation .",1
20551,"Immediately after he and Whitehead PM wrote , he published his book `` The Problems of Philosophy '' in 1912 .","Immediately after he and Whitehead wrote PM , he published his 1912 , `` The Problems of Philosophy '' .",1
7465,Gordon McKay is Evelyn L. Hu Professor of Applied Physics and Electrical Engineering from Harvard University .,Gordon McKay is Evelyn L. Hu Professor of Applied Physics and Electrical Engineering at Harvard University .,1
31208,The evidence was British Celtic sagas about great queens and warrior maidens .,The evidence was British Celtic sagas about great queens and warrior girls .,1
29150,"There are five university clinics , a military hospital and more than 40 common hospitals and specialist hospitals .","There are five university hospitals , a military hospital and more than 40 general hospitals and specialist clinics .",1
48094,Morris Township is located in the 11th Congressional District and is part of the 25th State Legislative District of New Jersey .,Morris Township is located in the 11th Congressional District and is part of New Jersey 's 25th state legislative district .,1
2674,"Dastan ( `` story '' ) is a genre , known not only in Eastern poetry , but also in Western poetry ( including traditional folk poetry ) .","Dastan ( `` story '' ) is a genre known not only in Eastern poetry , but also in Western poetry ( including traditional folk songs ) .",1
26721,The Ceapa is a tributary of the Titimoiu River in Romania .,The Ceapa River is a tributary of the Titimoiu River in Romania .,1
40554,"Design by Jeff Grubb with Andria Hayday , a cover by Jeff Easley and illustrations by Karl Waller .","Design was by Jeff Grubb with Andria Hayday , a cover by Jeff Easley , and illustrations by Karl Waller .",1
6854,"In 1942 , Breton collaborated with artist Lam on the publication of Breton 's poem `` Fata Morgana '' , which was illustrated by Wifredo Lam .","In 1942 , Breton collaborated with the artist Wifredo Lam on the publication of Breton 's poem `` Fata Morgana '' , illustrated by Lam .",1
4461,"In life , the rational and intelligent functions of the soul are restricted by bodily senses of pleasure , pain , sight , and sound .","In life , the rational and intelligent functions of the soul are restricted by the physical senses of pleasure , pain , sight and sound .",1
14317,He was the brother of actor Ida Lupino ( 1882 -- 1962 ) and the father of Barry Lupino .,He was the brother of the actor Ida Lupino ( 1882 -- 1962 ) and father of Barry Lupino .,1
35001,"In the year 2011 , Ligron published 2 books in Japan and another book in Thailand in 2012 .","In 2011 , Ligron published 2 books in Japan and another book in Thailand in 2012 .",1
19504,"Moses Hart ( November 26 , 1768 -- October 15 , 1852 ) was a Canadian businessman and seigneur , eldest son of Aaron Hart .","Moses Hart ( November 26 , 1768 -- October 15 , 1852 ) was a Canadian businessman and seigneur , the eldest son of Aaron Hart .",1
6856,"Former State Road 52 segments have included Roth Lane , Saint Leo , North 21st Street and Lock Street in Dade City .","Former segments of State Road 52 , have included Roth Lane , in Saint Leo , and North 21st Street and Lock Street in Dade City .",1
3816,"The Fighter Escadrille was a unit of the Polish Air Force at the beginning of the Second World War , which was attached to the Łódź army .",162 . Fighter Escadrille was a unit of the Polish Air Force at the start of the Second World War . The unit was attached to the Łódź Army .,1
48716,The former H block ( Initial Isolation Ward ) was designed by Leighton Irwin in conjunction with the first major works on the relocated hospital area .,"The former H Block ( Initial Isolation Ward ) was designed by Leighton Irwin , in conjunction with the first major works on the relocated hospital site .",1
38510,The third and final series started in May 2011 . Marek Larwood and a returning Javone Prince appeared in the new series .,"The third and final series started in May 2011 . In the new series , Marek Larwood and a recurring Javone Prince appeared .",1
44769,The Lotriorul River is a tributary of the River Priporul in Romania .,The Lotriorul River is a tributary of the Priporul River in Romania .,1
47332,"The first cooperative shop in Wales was established in Bridge Road in 1860 in Cwmbach , which was demolished in 1977 .","In Cwmbach , the first Cooperative society shop in Wales was established in 1860 in Bridge Road . The building was demolished in 1977 .",1
25614,Margaret Foote Hawley 's niece Kate Foote Coe was an artist who specialized in portrait miniatures .,"Kate Foote Coe , the niece of Margaret Foote Hawley , was an artist who specialized in portrait miniatures .",1
11925,A synthetic instrument is a kind of virtual instrument that is defined purely by software .,A synthetic instrument is a kind of virtual instrument that is purely software defined .,1
35447,"Károli started his school in Brassó and closed in Nagykároly , in 1556 he went to the Wittenberg Academy , in 1566 he ordered the Synod of Gönc .",Károli started his school in Brassó and finished in Nagykároly . In 1556 he went to the Wittenberg Academy . In 1566 he ordered the Synod of Gönc .,1
47054,"Weslandia is a children 's book Newbery Medal winner Paul Fleischman , with illustrations by Kevin Hawkes .","Weslandia is a Newbery Medal winner of the children 's book Paul Fleischman , with illustrations by Kevin Hawkes .",1
46330,It serves Dadar - area of the city Mumbai .,It serves Dadar area of Mumbai city .,1
30292,"Born in Austin , Texas , Smith began his career in black baseball 's equivalent of the minor leagues with the Austin Black Senators in Giddings , Texas .","Smith , born in Austin , Texas , began his career in the equivalent of the black leagues with the Austin Black Senators in Giddings , Texas .",1
25649,"The other song `` Vopreki '' ( `` Despite '' ) was written by Konstantin Meladze , performed by Russian star Valery Meladze .",The other song `` Vopreki '' ( `` Despite '' ) was written by Konstantin Meladze . This song is performed by Russian star Valery Meladze .,1
267,It was climbed freely and named after Bill House when he first climbed it in 1938 .,"It was free climbed and named after Bill House , when he first climbed it in 1938 .",1
5499,"In October 2001 , he defended his Ph.D. in Psychology at the Free University of Brussels on the theme of the human models of cognitive hypertext navigation .",He defended his Ph.D. in Psychology from the Free University of Brussels in October 2001 on the subject of human models of cognitive hypertext navigation .,1
43816,"PremLata Singh was married to Birender Singh on June 9 , 1970 .",PremLata Singh married Birender Singh on 9 June 1970 .,1
48191,"When Russ asked him to play guitar in the new band , Aaron agreed .","When Russ asked him to play in the new band guitar , Aaron agreed .",1
